State,City,Violent Crime,Year
MICHIGAN,Munising,3.0,2012
MICHIGAN,Muskegon Heights,200.0,2012
MICHIGAN,Napoleon Township,3.0,2012
MICHIGAN,Nashville,2.0,2012
MICHIGAN,Negaunee,9.0,2012
MICHIGAN,Newaygo,4.0,2012
MICHIGAN,New Baltimore,10.0,2012
MICHIGAN,New Buffalo,3.0,2012
MICHIGAN,New Era,0.0,2012
MICHIGAN,New Haven,14.0,2012
MICHIGAN,North Branch,7.0,2012
MICHIGAN,Northfield Township,21.0,2012
MICHIGAN,North Muskegon,6.0,2012
MICHIGAN,Northville,2.0,2012
MICHIGAN,Norton Shores,52.0,2012
MICHIGAN,Novi,37.0,2012
MICHIGAN,Oak Park,162.0,2012
MICHIGAN,Olivet,1.0,2012
MICHIGAN,Orchard Lake,1.0,2012
MICHIGAN,Oscoda Township,18.0,2012
MICHIGAN,Otsego,7.0,2012
MICHIGAN,Ovid,1.0,2012
MICHIGAN,Owendale,0.0,2012
MICHIGAN,Owosso,61.0,2012
MICHIGAN,Oxford,0.0,2012
MICHIGAN,Paw Paw,7.0,2012
MICHIGAN,Pentwater,3.0,2012
MICHIGAN,Petoskey,4.0,2012
MICHIGAN,Pinckney,5.0,2012
MICHIGAN,Pinconning,1.0,2012
MICHIGAN,Pittsfield Township,55.0,2012
MICHIGAN,Plainwell,4.0,2012
MICHIGAN,Pleasant Ridge,1.0,2012
MICHIGAN,Plymouth,11.0,2012
MICHIGAN,Portage,76.0,2012
MICHIGAN,Port Austin,4.0,2012
MICHIGAN,Potterville,3.0,2012
MICHIGAN,Prairieville Township,1.0,2012
MICHIGAN,Raisin Township,2.0,2012
MICHIGAN,Reading,0.0,2012
MICHIGAN,Reed City,10.0,2012
MICHIGAN,Reese,0.0,2012
MICHIGAN,"Richfield Township, Genessee County",9.0,2012
MICHIGAN,"Richfield Township, Roscommon County",7.0,2012
MICHIGAN,Richland,0.0,2012
MICHIGAN,"Richland Township, Saginaw County",0.0,2012
MICHIGAN,Richmond,28.0,2012
MICHIGAN,Riverview,11.0,2012
MICHIGAN,Rochester,9.0,2012
MICHIGAN,Rockwood,8.0,2012
MICHIGAN,Rogers City,2.0,2012
MICHIGAN,Romeo,0.0,2012
MICHIGAN,Roseville,227.0,2012
MICHIGAN,Rothbury,1.0,2012
MICHIGAN,Royal Oak,72.0,2012
MICHIGAN,Saginaw,1211.0,2012
MICHIGAN,Saginaw Township,85.0,2012
MICHIGAN,Saline,18.0,2012
MICHIGAN,Sand Lake,0.0,2012
MICHIGAN,Sandusky,7.0,2012
MICHIGAN,Saugatuck-Douglas,9.0,2012
MICHIGAN,Sebewaing,2.0,2012
MICHIGAN,Shelby Township,86.0,2012
MICHIGAN,Shepherd,3.0,2012
MICHIGAN,Somerset Township,0.0,2012
MICHIGAN,Southfield,352.0,2012
MICHIGAN,Southgate,82.0,2012
MICHIGAN,South Haven,24.0,2012
MICHIGAN,South Lyon,4.0,2012
MICHIGAN,South Rockwood,4.0,2012
MICHIGAN,Sparta,11.0,2012
MICHIGAN,Spring Arbor Township,1.0,2012
MICHIGAN,Springfield,23.0,2012
MICHIGAN,Spring Lake-Ferrysburg,3.0,2012
MICHIGAN,St. Charles,6.0,2012
MICHIGAN,St. Clair,8.0,2012
MICHIGAN,St. Clair Shores,151.0,2012
MICHIGAN,Sterling Heights,232.0,2012
MICHIGAN,St. Ignace,6.0,2012
MICHIGAN,St. Johns,5.0,2012
MICHIGAN,St. Joseph Township,15.0,2012
MICHIGAN,Stockbridge,2.0,2012
MICHIGAN,Sumpter Township,12.0,2012
MICHIGAN,Suttons Bay,0.0,2012
MICHIGAN,Swartz Creek,6.0,2012
MICHIGAN,Sylvan Lake,2.0,2012
MICHIGAN,Tawas,7.0,2012
MICHIGAN,Taylor,303.0,2012
MICHIGAN,Tecumseh,9.0,2012
MICHIGAN,Thetford Township,10.0,2012
MICHIGAN,Thomas Township,14.0,2012
MICHIGAN,Tittabawassee Township,4.0,2012
MICHIGAN,Trenton,21.0,2012
MICHIGAN,Troy,60.0,2012
MICHIGAN,Tuscarora Township,4.0,2012
MICHIGAN,Unadilla Township,3.0,2012
MICHIGAN,Union City,1.0,2012
MICHIGAN,Utica,14.0,2012
MICHIGAN,Van Buren Township,107.0,2012
MICHIGAN,Vassar,2.0,2012
MICHIGAN,Vicksburg,3.0,2012
MICHIGAN,Walker,46.0,2012
MICHIGAN,Walled Lake,12.0,2012
MICHIGAN,Warren,715.0,2012
MICHIGAN,Waterford Township,141.0,2012
MICHIGAN,Watervliet,7.0,2012
MICHIGAN,Wayne,119.0,2012
MICHIGAN,West Bloomfield Township,36.0,2012
MICHIGAN,West Branch,7.0,2012
MICHIGAN,Westland,338.0,2012
MICHIGAN,White Cloud,8.0,2012
MICHIGAN,Whitehall,7.0,2012
MICHIGAN,White Lake Township,24.0,2012
MICHIGAN,White Pigeon,2.0,2012
MICHIGAN,Williamston,4.0,2012
MICHIGAN,Wixom,39.0,2012
MICHIGAN,Wolverine Lake,1.0,2012
MICHIGAN,Woodhaven,16.0,2012
MICHIGAN,Woodland Township,0.0,2012
MICHIGAN,Wyandotte,36.0,2012
MICHIGAN,Ypsilanti,171.0,2012
MICHIGAN,Zeeland,11.0,2012
MICHIGAN,Zilwaukee,0.0,2012
MINNESOTA6,Minneapolis,3872.0,2012
MINNESOTA6,St. Paul,2101.0,2012
MISSISSIPPI,Aberdeen,19.0,2012
MISSISSIPPI,Ackerman,0.0,2012
MISSISSIPPI,Amory,8.0,2012
MISSISSIPPI,Bay St. Louis,26.0,2012
MISSISSIPPI,Belzoni,3.0,2012
MISSISSIPPI,Biloxi,188.0,2012
MISSISSIPPI,Brandon,6.0,2012
MISSISSIPPI,Brookhaven,14.0,2012
MISSISSIPPI,Byhalia,3.0,2012
MISSISSIPPI,Byram,7.0,2012
MISSISSIPPI,Carthage,12.0,2012
MISSISSIPPI,Charleston,11.0,2012
MISSISSIPPI,Cleveland,51.0,2012
MISSISSIPPI,Clinton,30.0,2012
MISSISSIPPI,Columbia,24.0,2012
MISSISSIPPI,Columbus,100.0,2012
MISSISSIPPI,Como,8.0,2012
MISSISSIPPI,Crystal Springs,16.0,2012
MISSISSIPPI,D'Iberville,26.0,2012
MISSISSIPPI,Eupora,6.0,2012
MISSISSIPPI,Florence,4.0,2012
MISSISSIPPI,Flowood,41.0,2012
MISSISSIPPI,Fulton,3.0,2012
MISSISSIPPI,Gautier,61.0,2012
MISSISSIPPI,Greenwood,109.0,2012
MISSISSIPPI,Hattiesburg,118.0,2012
MISSISSIPPI,Heidelberg,1.0,2012
MISSISSIPPI,Holly Springs,94.0,2012
MISSISSIPPI,Horn Lake,24.0,2012
MISSISSIPPI,Indianola,99.0,2012
MISSISSIPPI,Itta Bena,11.0,2012
MISSISSIPPI,Iuka,12.0,2012
MISSISSIPPI,Jackson,1668.0,2012
MISSISSIPPI,Kosciusko,18.0,2012
MISSISSIPPI,Laurel,61.0,2012
MISSISSIPPI,Leakesville,0.0,2012
MISSISSIPPI,Leland,14.0,2012
MISSISSIPPI,Lexington,12.0,2012
MISSISSIPPI,Long Beach,5.0,2012
MISSISSIPPI,Louisville,14.0,2012
MISSISSIPPI,Lucedale,4.0,2012
MISSISSIPPI,Madison,14.0,2012
MISSISSIPPI,McComb,71.0,2012
MISSISSIPPI,Meridian,234.0,2012
MISSISSIPPI,Moss Point,104.0,2012
MISSISSIPPI,Natchez,58.0,2012
MISSISSIPPI,Newton,0.0,2012
MISSISSIPPI,Ocean Springs,34.0,2012
MISSISSIPPI,Olive Branch,70.0,2012
MISSISSIPPI,Oxford,8.0,2012
MISSISSIPPI,Pascagoula,86.0,2012
MISSISSIPPI,Pass Christian,9.0,2012
MISSISSIPPI,Pearl,33.0,2012
MISSISSIPPI,Petal,2.0,2012
MISSISSIPPI,Philadelphia,52.0,2012
MISSISSIPPI,Picayune,29.0,2012
MISSISSIPPI,Poplarville,0.0,2012
MISSISSIPPI,Ridgeland,38.0,2012
MISSISSIPPI,Ripley,3.0,2012
MISSISSIPPI,Saltillo,3.0,2012
MISSISSIPPI,Southaven,146.0,2012
MISSISSIPPI,Summit,3.0,2012
MISSISSIPPI,Vaiden,0.0,2012
MISSISSIPPI,Vicksburg,174.0,2012
MISSISSIPPI,West Point,63.0,2012
MISSISSIPPI,Wiggins,14.0,2012
MISSISSIPPI,Winona,10.0,2012
MISSISSIPPI,Yazoo City,78.0,2012
MISSOURI,Adrian,8.0,2012
MISSOURI,Advance,0.0,2012
MISSOURI,Alma,0.0,2012
MISSOURI,Alton,18.0,2012
MISSOURI,Anderson,15.0,2012
MISSOURI,Appleton City,6.0,2012
MISSOURI,Arbyrd,0.0,2012
MISSOURI,Archie,0.0,2012
MISSOURI,Arnold,30.0,2012
MISSOURI,Ashland,7.0,2012
MISSOURI,Aurora,69.0,2012
MISSOURI,Auxvasse,5.0,2012
MISSOURI,Ava,6.0,2012
MISSOURI,Ballwin,18.0,2012
MISSOURI,Bates City,0.0,2012
MISSOURI,Battlefield,2.0,2012
MISSOURI,Bella Villa,4.0,2012
MISSOURI,Belle,5.0,2012
MISSOURI,Bellefontaine Neighbors,59.0,2012
MISSOURI,Bellerive,0.0,2012
MISSOURI,Bellflower,1.0,2012
MISSOURI,Bel-Nor,3.0,2012
MISSOURI,Bel-Ridge,49.0,2012
MISSOURI,Belton,71.0,2012
MISSOURI,Berkeley,261.0,2012
MISSOURI,Bernie,2.0,2012
MISSOURI,Bethany,2.0,2012
MISSOURI,Beverly Hills,9.0,2012
MISSOURI,Billings,1.0,2012
MISSOURI,Birch Tree,9.0,2012
MISSOURI,Bismarck,2.0,2012
MISSOURI,Blackburn,0.0,2012
MISSOURI,Bloomfield,10.0,2012
MISSOURI,Blue Springs,128.0,2012
MISSOURI,Bolivar,47.0,2012
MISSOURI,Bonne Terre,4.0,2012
MISSOURI,Boonville,26.0,2012
MISSOURI,Bowling Green,6.0,2012
MISSOURI,Branson,165.0,2012
MISSOURI,Branson West,6.0,2012
MISSOURI,Braymer,0.0,2012
MISSOURI,Breckenridge Hills,15.0,2012
MISSOURI,Brentwood,13.0,2012
MISSOURI,Bridgeton,76.0,2012
MISSOURI,Brookfield,3.0,2012
MISSOURI,Bucklin,1.0,2012
MISSOURI,Buckner,7.0,2012
MISSOURI,Buffalo,4.0,2012
MISSOURI,Butler,5.0,2012
MISSOURI,Butterfield Village,0.0,2012
MISSOURI,Byrnes Mill,5.0,2012
MISSOURI,Cabool,3.0,2012
MISSOURI,California,14.0,2012
MISSOURI,Calverton Park,3.0,2012
MISSOURI,Camden Point,0.0,2012
MISSOURI,Camdenton,22.0,2012
MISSOURI,Cameron,31.0,2012
MISSOURI,Campbell,4.0,2012
MISSOURI,Canalou,0.0,2012
MISSOURI,Canton,4.0,2012
MISSOURI,Cape Girardeau,243.0,2012
MISSOURI,Cardwell,1.0,2012
MISSOURI,Carl Junction,2.0,2012
MISSOURI,Carterville,4.0,2012
MISSOURI,Carthage,26.0,2012
MISSOURI,Caruthersville,105.0,2012
MISSOURI,Cassville,20.0,2012
MISSOURI,Center,0.0,2012
MISSOURI,Centralia,8.0,2012
MISSOURI,Chaffee,5.0,2012
MISSOURI,Charlack,5.0,2012
MISSOURI,Charleston,75.0,2012
MISSOURI,Chesterfield,23.0,2012
MISSOURI,Chillicothe,14.0,2012
MISSOURI,Clarkton,9.0,2012
MISSOURI,Claycomo,6.0,2012
MISSOURI,Clayton,24.0,2012
MISSOURI,Cleveland,1.0,2012
MISSOURI,Clever,13.0,2012
MISSOURI,Clinton,47.0,2012
MISSOURI,Cole Camp,3.0,2012
MISSOURI,Columbia,476.0,2012
MISSOURI,Concordia,4.0,2012
MISSOURI,Conway,0.0,2012
MISSOURI,Cool Valley,5.0,2012
MISSOURI,Corder,0.0,2012
MISSOURI,Cottleville,0.0,2012
MISSOURI,Country Club Hills,10.0,2012
MISSOURI,Country Club Village,7.0,2012
MISSOURI,Crane,1.0,2012
MISSOURI,Creighton,0.0,2012
MISSOURI,Crestwood,11.0,2012
MISSOURI,Creve Coeur,17.0,2012
MISSOURI,Crocker,10.0,2012
MISSOURI,Crystal City,18.0,2012
MISSOURI,Cuba,8.0,2012
MISSOURI,Delta,0.0,2012
MISSOURI,Desloge,5.0,2012
MISSOURI,De Soto,25.0,2012
MISSOURI,Des Peres,13.0,2012
MISSOURI,Dexter,25.0,2012
MISSOURI,Diamond,4.0,2012
MISSOURI,Dixon,3.0,2012
MISSOURI,Doniphan,18.0,2012
MISSOURI,Doolittle,4.0,2012
MISSOURI,Drexel,3.0,2012
MISSOURI,Duenweg,3.0,2012
MISSOURI,Duquesne,5.0,2012
MISSOURI,East Prairie,14.0,2012
MISSOURI,Edgar Springs,0.0,2012
MISSOURI,Edmundson,8.0,2012
MISSOURI,Eldon,11.0,2012
MISSOURI,El Dorado Springs,30.0,2012
MISSOURI,Ellington,2.0,2012
MISSOURI,Ellisville,6.0,2012
MISSOURI,Ellsinore,4.0,2012
MISSOURI,Elsberry,11.0,2012
MISSOURI,Eminence,0.0,2012
MISSOURI,Emma,0.0,2012
MISSOURI,Eureka,11.0,2012
MISSOURI,Excelsior Springs,29.0,2012
MISSOURI,Exeter,0.0,2012
MISSOURI,Fair Grove,0.0,2012
MISSOURI,Fair Play,0.0,2012
MISSOURI,Fairview,0.0,2012
MISSOURI,Farmington,52.0,2012
MISSOURI,Fayette,4.0,2012
MISSOURI,Ferguson,80.0,2012
MISSOURI,Ferrelview,4.0,2012
MISSOURI,Festus,40.0,2012
MISSOURI,Flordell Hills,5.0,2012
MISSOURI,Florissant,79.0,2012
MISSOURI,Foley,1.0,2012
MISSOURI,Fordland,3.0,2012
MISSOURI,Foristell,2.0,2012
MISSOURI,Forsyth,5.0,2012
MISSOURI,Fredericktown,5.0,2012
MISSOURI,Freeman,0.0,2012
MISSOURI,Frontenac,3.0,2012
MISSOURI,Fulton,36.0,2012
MISSOURI,Gallatin,2.0,2012
MISSOURI,Garden City,4.0,2012
MISSOURI,Gerald,2.0,2012
MISSOURI,Gideon,7.0,2012
MISSOURI,Gladstone,73.0,2012
MISSOURI,Glasgow,1.0,2012
MISSOURI,Glendale,3.0,2012
MISSOURI,Glen Echo Park,1.0,2012
MISSOURI,Goodman,2.0,2012
MISSOURI,Gower,0.0,2012
MISSOURI,Grain Valley,30.0,2012
MISSOURI,Granby,2.0,2012
MISSOURI,Grandin,1.0,2012
MISSOURI,Grandview,90.0,2012
MISSOURI,Greendale,2.0,2012
MISSOURI,Greenfield,2.0,2012
MISSOURI,Greenville,2.0,2012
MISSOURI,Greenwood,5.0,2012
MISSOURI,Hallsville,3.0,2012
MISSOURI,Hamilton,3.0,2012
MISSOURI,Hannibal,59.0,2012
MISSOURI,Hardin,0.0,2012
MISSOURI,Harrisonville,24.0,2012
MISSOURI,Hartville,2.0,2012
MISSOURI,Hawk Point,0.0,2012
MISSOURI,Hayti,15.0,2012
MISSOURI,Hayti Heights,0.0,2012
MISSOURI,Hazelwood,88.0,2012
MISSOURI,Henrietta,2.0,2012
MISSOURI,Herculaneum,2.0,2012
MISSOURI,Hermann,2.0,2012
MISSOURI,Higginsville,2.0,2012
MISSOURI,Highlandville,0.0,2012
MISSOURI,Hillsboro,10.0,2012
MISSOURI,Hillsdale,35.0,2012
MISSOURI,Holcomb,0.0,2012
MISSOURI,Holden,15.0,2012
MISSOURI,Hollister,24.0,2012
MISSOURI,Holt,1.0,2012
MISSOURI,Holts Summit,22.0,2012
MISSOURI,Houston,5.0,2012
MISSOURI,Howardville,0.0,2012
MISSOURI,Humansville,2.0,2012
MISSOURI,Huntsville,7.0,2012
MISSOURI,Hurley,0.0,2012
MISSOURI,Iberia,0.0,2012
MISSOURI,Independence,537.0,2012
MISSOURI,Indian Point,0.0,2012
MISSOURI,Iron Mountain Lake,2.0,2012
MISSOURI,Ironton,0.0,2012
MISSOURI,Jackson,27.0,2012
MISSOURI,Jasper,3.0,2012
MISSOURI,Jefferson City,261.0,2012
MISSOURI,Jennings,144.0,2012
MISSOURI,Jonesburg,3.0,2012
MISSOURI,Joplin,288.0,2012
MISSOURI,Kahoka,4.0,2012
MISSOURI,Kansas City,5862.0,2012
MISSOURI,Kearney,3.0,2012
MISSOURI,Kennett,26.0,2012
MISSOURI,Kimberling City,2.0,2012
MISSOURI,Kimmswick,0.0,2012
MISSOURI,King City,0.0,2012
MISSOURI,Kinloch,8.0,2012
MISSOURI,Kirksville,50.0,2012
MISSOURI,Kirkwood,34.0,2012
MISSOURI,Knob Noster,6.0,2012
MISSOURI,Ladue,5.0,2012
MISSOURI,La Grange,0.0,2012
MISSOURI,Lake Ozark,10.0,2012
MISSOURI,Lakeshire,2.0,2012
MISSOURI,Lake St. Louis,15.0,2012
MISSOURI,Lake Tapawingo,0.0,2012
MISSOURI,Lake Waukomis,1.0,2012
MISSOURI,Lake Winnebago,1.0,2012
MISSOURI,Lamar,10.0,2012
MISSOURI,La Monte,2.0,2012
MISSOURI,La Plata,0.0,2012
MISSOURI,Lathrop,8.0,2012
MISSOURI,Laurie,3.0,2012
MISSOURI,Lawson,5.0,2012
MISSOURI,Leadington,1.0,2012
MISSOURI,Leadwood,21.0,2012
MISSOURI,Leasburg,0.0,2012
MISSOURI,Lebanon,70.0,2012
MISSOURI,Lee's Summit,109.0,2012
MISSOURI,Leeton,0.0,2012
MISSOURI,Liberal,0.0,2012
MISSOURI,Liberty,57.0,2012
MISSOURI,Licking,4.0,2012
MISSOURI,Lincoln,0.0,2012
MISSOURI,Linn,4.0,2012
MISSOURI,Linn Creek,1.0,2012
MISSOURI,Lone Jack,0.0,2012
MISSOURI,Louisiana,0.0,2012
MISSOURI,Lowry City,0.0,2012
MISSOURI,Macon,22.0,2012
MISSOURI,Malden,8.0,2012
MISSOURI,Manchester,9.0,2012
MISSOURI,Mansfield,3.0,2012
MISSOURI,Maplewood,32.0,2012
MISSOURI,Marble Hill,5.0,2012
MISSOURI,Marceline,20.0,2012
MISSOURI,Marionville,4.0,2012
MISSOURI,Marshall,28.0,2012
MISSOURI,Marshfield,38.0,2012
MISSOURI,Marthasville,0.0,2012
MISSOURI,Martinsburg,0.0,2012
MISSOURI,Maryland Heights,58.0,2012
MISSOURI,Maryville,12.0,2012
MISSOURI,Matthews,1.0,2012
MISSOURI,Maysville,0.0,2012
MISSOURI,Memphis,0.0,2012
MISSOURI,Merriam Woods,0.0,2012
MISSOURI,Mexico,38.0,2012
MISSOURI,Milan,0.0,2012
MISSOURI,Miller,8.0,2012
MISSOURI,Miner,25.0,2012
MISSOURI,Moberly,26.0,2012
MISSOURI,Moline Acres,23.0,2012
MISSOURI,Monett,21.0,2012
MISSOURI,Monroe City,5.0,2012
MISSOURI,Montgomery City,8.0,2012
MISSOURI,Morehouse,0.0,2012
MISSOURI,Morley,0.0,2012
MISSOURI,Mosby,3.0,2012
MISSOURI,Moscow Mills,6.0,2012
MISSOURI,Mound City,3.0,2012
MISSOURI,Mountain View,19.0,2012
MISSOURI,Mount Vernon,24.0,2012
MISSOURI,Napoleon,0.0,2012
MISSOURI,Naylor,0.0,2012
MISSOURI,Neosho,33.0,2012
MISSOURI,Nevada,49.0,2012
MISSOURI,New Bloomfield,0.0,2012
MISSOURI,Newburg,0.0,2012
MISSOURI,New Florence,0.0,2012
MISSOURI,New Franklin,2.0,2012
MISSOURI,New Haven,6.0,2012
MISSOURI,New London,0.0,2012
MISSOURI,New Madrid,0.0,2012
MISSOURI,New Melle,1.0,2012
MISSOURI,Niangua,0.0,2012
MISSOURI,Nixa,23.0,2012
MISSOURI,Noel,8.0,2012
MISSOURI,Normandy,27.0,2012
MISSOURI,North Kansas City,13.0,2012
MISSOURI,Northmoor,1.0,2012
MISSOURI,Northwoods,28.0,2012
MISSOURI,Norwood,3.0,2012
MISSOURI,Oak Grove,8.0,2012
MISSOURI,Oakland,1.0,2012
MISSOURI,Odessa,9.0,2012
MISSOURI,O'Fallon,74.0,2012
MISSOURI,Old Monroe,0.0,2012
MISSOURI,Olivette,9.0,2012
MISSOURI,Oran,1.0,2012
MISSOURI,Oregon,0.0,2012
MISSOURI,Oronogo,0.0,2012
MISSOURI,Orrick,1.0,2012
MISSOURI,Osage Beach,32.0,2012
MISSOURI,Osceola,10.0,2012
MISSOURI,Overland,54.0,2012
MISSOURI,Owensville,4.0,2012
MISSOURI,Ozark,44.0,2012
MISSOURI,Pacific,24.0,2012
MISSOURI,Pagedale,27.0,2012
MISSOURI,Palmyra,5.0,2012
MISSOURI,Parkville,5.0,2012
MISSOURI,Parma,9.0,2012
MISSOURI,Pasadena Park,0.0,2012
MISSOURI,Peculiar,11.0,2012
MISSOURI,Perry,1.0,2012
MISSOURI,Perryville,16.0,2012
MISSOURI,Pevely,14.0,2012
MISSOURI,Piedmont,3.0,2012
MISSOURI,Pierce City,1.0,2012
MISSOURI,Pilot Grove,2.0,2012
MISSOURI,Pilot Knob,0.0,2012
MISSOURI,Pine Lawn,36.0,2012
MISSOURI,Pineville,0.0,2012
MISSOURI,Platte City,7.0,2012
MISSOURI,Platte Woods,2.0,2012
MISSOURI,Plattsburg,7.0,2012
MISSOURI,Pleasant Hill,6.0,2012
MISSOURI,Pleasant Hope,1.0,2012
MISSOURI,Pleasant Valley,2.0,2012
MISSOURI,Polo,0.0,2012
MISSOURI,Poplar Bluff,138.0,2012
MISSOURI,Portageville,1.0,2012
MISSOURI,Potosi,5.0,2012
MISSOURI,Purcell,0.0,2012
MISSOURI,Purdy,1.0,2012
MISSOURI,Puxico,1.0,2012
MISSOURI,Queen City,0.0,2012
MISSOURI,Qulin,0.0,2012
MISSOURI,Randolph,0.0,2012
MISSOURI,Raymore,19.0,2012
MISSOURI,Raytown,111.0,2012
MISSOURI,Reeds Spring,2.0,2012
MISSOURI,Republic,67.0,2012
MISSOURI,Rich Hill,5.0,2012
MISSOURI,Richland,4.0,2012
MISSOURI,Richmond,10.0,2012
MISSOURI,Richmond Heights,35.0,2012
MISSOURI,Risco,0.0,2012
MISSOURI,Riverside,11.0,2012
MISSOURI,Riverview,31.0,2012
MISSOURI,Rockaway Beach,2.0,2012
MISSOURI,Rock Hill,7.0,2012
MISSOURI,Rock Port,8.0,2012
MISSOURI,Rogersville,4.0,2012
MISSOURI,Rolla,55.0,2012
MISSOURI,Rosebud,0.0,2012
MISSOURI,Salem,14.0,2012
MISSOURI,Salisbury,1.0,2012
MISSOURI,Sarcoxie,5.0,2012
MISSOURI,Savannah,2.0,2012
MISSOURI,Scott City,15.0,2012
MISSOURI,Sedalia,101.0,2012
MISSOURI,Seligman,4.0,2012
MISSOURI,Senath,27.0,2012
MISSOURI,Seneca,1.0,2012
MISSOURI,Seymour,6.0,2012
MISSOURI,Shelbina,5.0,2012
MISSOURI,Shrewsbury,2.0,2012
MISSOURI,Sikeston,394.0,2012
MISSOURI,Silex,0.0,2012
MISSOURI,Slater,1.0,2012
MISSOURI,Smithville,16.0,2012
MISSOURI,Southwest City,4.0,2012
MISSOURI,Sparta,4.0,2012
MISSOURI,Springfield,1596.0,2012
MISSOURI,St. Ann,85.0,2012
MISSOURI,St. Charles,101.0,2012
MISSOURI,St. Clair,38.0,2012
MISSOURI,Steele,43.0,2012
MISSOURI,Steelville,6.0,2012
MISSOURI,Ste. Genevieve,12.0,2012
MISSOURI,St. James,10.0,2012
MISSOURI,St. John,21.0,2012
MISSOURI,St. Joseph,323.0,2012
MISSOURI,St. Louis,5661.0,2012
MISSOURI,St. Marys,0.0,2012
MISSOURI,Stover,2.0,2012
MISSOURI,St. Peters,119.0,2012
MISSOURI,Strafford,4.0,2012
MISSOURI,Strasburg,0.0,2012
MISSOURI,St. Robert,24.0,2012
MISSOURI,Sturgeon,0.0,2012
MISSOURI,Sugar Creek,10.0,2012
MISSOURI,Sullivan,15.0,2012
MISSOURI,Summersville,0.0,2012
MISSOURI,Sunset Hills,7.0,2012
MISSOURI,Sweet Springs,0.0,2012
MISSOURI,Tarkio,0.0,2012
MISSOURI,Terre du Lac,6.0,2012
MISSOURI,Thayer,0.0,2012
MISSOURI,Tipton,0.0,2012
MISSOURI,Town and Country,3.0,2012
MISSOURI,Tracy,0.0,2012
MISSOURI,Trenton,10.0,2012
MISSOURI,Trimble,3.0,2012
MISSOURI,Troy,14.0,2012
MISSOURI,Truesdale,0.0,2012
MISSOURI,Union,36.0,2012
MISSOURI,Unionville,0.0,2012
MISSOURI,University City,143.0,2012
MISSOURI,Uplands Park,6.0,2012
MISSOURI,Urbana,3.0,2012
MISSOURI,Van Buren,0.0,2012
MISSOURI,Vandalia,3.0,2012
MISSOURI,Velda City,15.0,2012
MISSOURI,Velda Village Hills,13.0,2012
MISSOURI,Verona,1.0,2012
MISSOURI,Viburnum,2.0,2012
MISSOURI,Vienna,2.0,2012
MISSOURI,Vinita Park,7.0,2012
MISSOURI,Walnut Grove,0.0,2012
MISSOURI,Wardell,0.0,2012
MISSOURI,Warrensburg,33.0,2012
MISSOURI,Warrenton,33.0,2012
MISSOURI,Warsaw,18.0,2012
MISSOURI,Warson Woods,2.0,2012
MISSOURI,Washburn,0.0,2012
MISSOURI,Washington,19.0,2012
MISSOURI,Waverly,0.0,2012
MISSOURI,Waynesville,18.0,2012
MISSOURI,Weatherby Lake,1.0,2012
MISSOURI,Webb City,11.0,2012
MISSOURI,Webster Groves,21.0,2012
MISSOURI,Wellington,0.0,2012
MISSOURI,Wellston,155.0,2012
MISSOURI,Wellsville,3.0,2012
MISSOURI,Wentzville,57.0,2012
MISSOURI,Weston,5.0,2012
MISSOURI,West Plains,58.0,2012
MISSOURI,Wheaton,0.0,2012
MISSOURI,Willard,3.0,2012
MISSOURI,Willow Springs,20.0,2012
MISSOURI,Winfield,2.0,2012
MISSOURI,Winona,13.0,2012
MISSOURI,Wood Heights,2.0,2012
MISSOURI,Woodson Terrace,16.0,2012
MISSOURI,Wright City,18.0,2012
MONTANA,Baker,0.0,2012
MONTANA,Belgrade,18.0,2012
MONTANA,Billings,370.0,2012
MONTANA,Boulder,2.0,2012
MONTANA,Bozeman,98.0,2012
MONTANA,Bridger,1.0,2012
MONTANA,Colstrip,2.0,2012
MONTANA,Columbia Falls,4.0,2012
MONTANA,Columbus,8.0,2012
MONTANA,Conrad,8.0,2012
MONTANA,Cut Bank,15.0,2012
MONTANA,Dillon,4.0,2012
MONTANA,East Helena,1.0,2012
MONTANA,Ennis,0.0,2012
MONTANA,Eureka,1.0,2012
MONTANA,Fort Benton,5.0,2012
MONTANA,Glasgow,6.0,2012
MONTANA,Glendive,13.0,2012
MONTANA,Great Falls,151.0,2012
MONTANA,Hamilton,29.0,2012
MONTANA,Havre,62.0,2012
MONTANA,Helena,127.0,2012
MONTANA,Hot Springs,3.0,2012
MONTANA,Joliet,0.0,2012
MONTANA,Kalispell,69.0,2012
MONTANA,Laurel,11.0,2012
MONTANA,Lewistown,17.0,2012
MONTANA,Libby,4.0,2012
MONTANA,Livingston,24.0,2012
MONTANA,Manhattan,0.0,2012
MONTANA,Miles City,22.0,2012
MONTANA,Missoula,221.0,2012
MONTANA,Plains,2.0,2012
MONTANA,Polson,23.0,2012
MONTANA,Red Lodge,12.0,2012
MONTANA,Ronan City,20.0,2012
MONTANA,Sidney,25.0,2012
MONTANA,Stevensville,8.0,2012
MONTANA,St. Ignatius,2.0,2012
MONTANA,Thompson Falls,0.0,2012
MONTANA,Troy,2.0,2012
MONTANA,West Yellowstone,2.0,2012
MONTANA,Whitefish,17.0,2012
MONTANA,Wolf Point,23.0,2012
NEBRASKA,Ashland,2.0,2012
NEBRASKA,Auburn,4.0,2012
NEBRASKA,Aurora,7.0,2012
NEBRASKA,Beatrice,37.0,2012
NEBRASKA,Bellevue,55.0,2012
NEBRASKA,Bennington,0.0,2012
